# NODO   DIRECCION CARGADA (x=1,y=2,z=3)   MAGNITUD CARGA
6771	1	-3.5703
6772	1	-3.5703
6790	1	-3.5703
6793	1	-3.5703
6845	1	-3.5703
6855	1	-3.5703
6898	1	-3.5703
6932	1	-3.5703
6969	1	-3.5703
7012	1	-3.5703
7067	1	-3.5703
7130	1	-3.5703
7161	1	-3.5703
7235	1	-3.5703
7255	1	-3.5703
7337	1	-3.5703
7342	1	-3.5703
7443	1	-3.5703
7452	1	-3.5703
7517	1	-3.5703
7534	1	-3.5703
7573	1	-3.5703
7634	1	-3.5703
7677	1	-3.5703
7745	1	-3.5703
9375	1	-3.5703
9376	1	-3.5703
9382	1	-3.5703
9383	1	-3.5703
9392	1	-3.5703
9395	1	-3.5703
9409	1	-3.5703
9424	1	-3.5703
9437	1	-3.5703
9450	1	-3.5703
9468	1	-3.5703
9497	1	-3.5703
9511	1	-3.5703
9571	1	-3.5703
9590	1	-3.5703
9672	1	-3.5703
9680	1	-3.5703
9772	1	-3.5703
9782	1	-3.5703
9905	1	-3.5703
9946	1	-3.5703
10062	1	-3.5703
10241	1	-3.5703
10429	1	-3.5703
10656	1	-3.5703
6771	2	-1.8035
6772	2	-1.8035
6790	2	-1.8035
6793	2	-1.8035
6845	2	-1.8035
6855	2	-1.8035
6898	2	-1.8035
6932	2	-1.8035
6969	2	-1.8035
7012	2	-1.8035
7067	2	-1.8035
7130	2	-1.8035
7161	2	-1.8035
7235	2	-1.8035
7255	2	-1.8035
7337	2	-1.8035
7342	2	-1.8035
7443	2	-1.8035
7452	2	-1.8035
7517	2	-1.8035
7534	2	-1.8035
7573	2	-1.8035
7634	2	-1.8035
7677	2	-1.8035
7745	2	-1.8035
9375	2	-1.8035
9376	2	-1.8035
9382	2	-1.8035
9383	2	-1.8035
9392	2	-1.8035
9395	2	-1.8035
9409	2	-1.8035
9424	2	-1.8035
9437	2	-1.8035
9450	2	-1.8035
9468	2	-1.8035
9497	2	-1.8035
9511	2	-1.8035
9571	2	-1.8035
9590	2	-1.8035
9672	2	-1.8035
9680	2	-1.8035
9772	2	-1.8035
9782	2	-1.8035
9905	2	-1.8035
9946	2	-1.8035
10062	2	-1.8035
10241	2	-1.8035
10429	2	-1.8035
10656	2	-1.8035
